Id,Store,Clothing,Price,Image Link
1,uniqlo,100% Australian Merino Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484163/item/augoods_69_484163_3x4.jpg?width=300
2,uniqlo,100% Australian Merino Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484163/item/augoods_54_484163_3x4.jpg?width=300
3,uniqlo,100% Australian Merino Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/484163/item/goods_01_484163_3x4.jpg?width=300
4,uniqlo,100% Australian Merino Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484163/item/augoods_05_484163_3x4.jpg?width=300
5,uniqlo,Fluffy Fairisle Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479233/item/augoods_01_479233_3x4.jpg?width=300
6,uniqlo,Fluffy Fairisle Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479233/item/augoods_19_479233_3x4.jpg?width=300
7,uniqlo,Fluffy V Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479231/item/augoods_68_479231_3x4.jpg?width=300
8,uniqlo,Fluffy V Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479231/item/augoods_32_479231_3x4.jpg?width=300
9,uniqlo,Fluffy V Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479231/item/augoods_01_479231_3x4.jpg?width=300
10,uniqlo,Fluffy V Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479231/item/augoods_08_479231_3x4.jpg?width=300
11,uniqlo,Fluffy Argyle Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/482645/item/augoods_03_482645_3x4.jpg?width=300
12,uniqlo,Fluffy Argyle Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/482645/item/augoods_09_482645_3x4.jpg?width=300
13,uniqlo,100% Australian Merino V-Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478332/item/augoods_69_478332_3x4.jpg?width=300
14,uniqlo,100% Australian Merino V-Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478332/item/augoods_26_478332_3x4.jpg?width=300
15,uniqlo,100% Australian Merino V-Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478332/item/augoods_01_478332_3x4.jpg?width=300
16,uniqlo,100% Australian Merino V-Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478332/item/augoods_05_478332_3x4.jpg?width=300
17,uniqlo,100% Australian Merino Polo Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484187/item/augoods_69_484187_3x4.jpg?width=300
18,uniqlo,100% Australian Merino Polo Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484187/item/augoods_07_484187_3x4.jpg?width=300
19,uniqlo,100% Australian Merino Polo Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484187/item/augoods_09_484187_3x4.jpg?width=300
20,uniqlo,100% Australian Merino Polo Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/484187/item/goods_15_484187_3x4.jpg?width=300
21,uniqlo,Merino Blend Ribbed Polo Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/483034/item/augoods_55_483034_3x4.jpg?width=300
22,uniqlo,Merino Blend Ribbed Polo Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/483034/item/augoods_38_483034_3x4.jpg?width=300
23,uniqlo,Merino Blend Ribbed Polo Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/483034/item/augoods_01_483034_3x4.jpg?width=300
24,uniqlo,Merino Blend Ribbed Polo Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/483034/item/augoods_09_483034_3x4.jpg?width=300
25,uniqlo,Merino Ribbed Crew Neck Short Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/481408/item/augoods_39_481408_3x4.jpg?width=300
26,uniqlo,Merino Ribbed Crew Neck Short Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/481408/item/augoods_69_481408_3x4.jpg?width=300
27,uniqlo,100% Australian Merino Crew Neck Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484164/item/augoods_69_484164_3x4.jpg?width=300
28,uniqlo,100% Australian Merino Crew Neck Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484164/item/augoods_68_484164_3x4.jpg?width=300
29,uniqlo,100% Australian Merino Crew Neck Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484164/item/augoods_01_484164_3x4.jpg?width=300
30,uniqlo,100% Australian Merino Crew Neck Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/484164/item/augoods_05_484164_3x4.jpg?width=300
31,uniqlo,100% Australian Merino Ribbed Crew Neck Short Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478336/item/augoods_09_478336_3x4.jpg?width=300
32,uniqlo,100% Australian Merino Ribbed Crew Neck Short Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478336/item/augoods_18_478336_3x4.jpg?width=300
33,uniqlo,100% Australian Merino Ribbed Crew Neck Short Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478336/item/augoods_01_478336_3x4.jpg?width=300
34,uniqlo,100% Australian Merino Ribbed Crew Neck Short Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478336/item/augoods_07_478336_3x4.jpg?width=300
35,uniqlo,100% Australian Merino Ribbed Turtleneck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450514/item/augoods_69_450514_3x4.jpg?width=300
36,uniqlo,100% Australian Merino Ribbed Turtleneck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450514/item/augoods_15_450514_3x4.jpg?width=300
37,uniqlo,100% Australian Merino Ribbed Turtleneck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/450514/item/goods_01_450514_3x4.jpg?width=300
38,uniqlo,100% Australian Merino Ribbed Turtleneck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450514/item/augoods_03_450514_3x4.jpg?width=300
39,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465734/item/augoods_74_465734_3x4.jpg?width=300
40,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465734/item/augoods_17_465734_3x4.jpg?width=300
41,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465734/item/augoods_01_465734_3x4.jpg?width=300
42,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465734/item/augoods_03_465734_3x4.jpg?width=300
43,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450543/item/augoods_78_450543_3x4.jpg?width=300
44,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450543/item/augoods_16_450543_3x4.jpg?width=300
45,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450543/item/augoods_03_450543_3x4.jpg?width=300
46,uniqlo,100% Cashmere Crew Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/450543/item/augoods_07_450543_3x4.jpg?width=300
47,uniqlo,100% Cashmere V Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465736/item/augoods_74_465736_3x4.jpg?width=300
48,uniqlo,100% Cashmere V Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465736/item/augoods_56_465736_3x4.jpg?width=300
49,uniqlo,100% Cashmere V Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465736/item/augoods_01_465736_3x4.jpg?width=300
50,uniqlo,100% Cashmere V Neck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465736/item/augoods_03_465736_3x4.jpg?width=300
51,uniqlo,100% Cashmere Turtleneck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465735/item/augoods_74_465735_3x4.jpg?width=300
52,uniqlo,100% Cashmere Turtleneck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465735/item/augoods_01_465735_3x4.jpg?width=300
53,uniqlo,100% Cashmere Turtleneck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465735/item/augoods_03_465735_3x4.jpg?width=300
54,uniqlo,100% Cashmere Turtleneck Sweater,$129.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/465735/item/augoods_08_465735_3x4.jpg?width=300
55,uniqlo,100% Cashmere Crew Neck Short Cardigan,$149.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479672/item/augoods_56_479672_3x4.jpg?width=300
56,uniqlo,100% Cashmere Crew Neck Short Cardigan,$149.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479672/item/augoods_17_479672_3x4.jpg?width=300
57,uniqlo,100% Cashmere Crew Neck Short Cardigan,$149.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479672/item/augoods_01_479672_3x4.jpg?width=300
58,uniqlo,100% Cashmere Crew Neck Short Cardigan,$149.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479672/item/augoods_03_479672_3x4.jpg?width=300
59,uniqlo,Souffle Yarn Crew Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479157/item/augoods_72_479157_3x4.jpg?width=300
60,uniqlo,Souffle Yarn Crew Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479157/item/augoods_02_479157_3x4.jpg?width=300
61,uniqlo,Souffle Yarn Crew Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479157/item/augoods_01_479157_3x4.jpg?width=300
62,uniqlo,Souffle Yarn Crew Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479157/item/augoods_08_479157_3x4.jpg?width=300
63,uniqlo,Souffle Yarn Mock Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479158/item/augoods_68_479158_3x4.jpg?width=300
64,uniqlo,Souffle Yarn Mock Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479158/item/augoods_32_479158_3x4.jpg?width=300
65,uniqlo,Souffle Yarn Mock Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479158/item/augoods_01_479158_3x4.jpg?width=300
66,uniqlo,Souffle Yarn Mock Neck Sweater,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479158/item/augoods_08_479158_3x4.jpg?width=300
67,uniqlo,Souffle Yarn Short Cardigan,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478339/item/augoods_73_478339_3x4.jpg?width=300
68,uniqlo,Souffle Yarn Short Cardigan,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478339/item/augoods_38_478339_3x4.jpg?width=300
69,uniqlo,Souffle Yarn Short Cardigan,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478339/item/augoods_01_478339_3x4.jpg?width=300
70,uniqlo,Souffle Yarn Short Cardigan,$49.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/478339/item/augoods_08_478339_3x4.jpg?width=300
71,uniqlo,Souffle Yarn Full Zip Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/480490/item/augoods_69_480490_3x4.jpg?width=300
72,uniqlo,Souffle Yarn Full Zip Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/480490/item/augoods_62_480490_3x4.jpg?width=300
73,uniqlo,Souffle Yarn Full Zip Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/480490/item/augoods_01_480490_3x4.jpg?width=300
74,uniqlo,Souffle Yarn Full Zip Cardigan,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/480490/item/augoods_08_480490_3x4.jpg?width=300
75,uniqlo,UNIQLO and JW ANDERSON Lambswool Polo Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479896/item/augoods_13_479896_3x4.jpg?width=300
76,uniqlo,UNIQLO and JW ANDERSON Lambswool Polo Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479896/item/augoods_01_479896_3x4.jpg?width=300
77,uniqlo,UNIQLO and JW ANDERSON Lambswool Polo Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479896/item/augoods_08_479896_3x4.jpg?width=300
78,uniqlo,UNIQLO and JW ANDERSON Lambswool Polo Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/481543/item/augoods_40_481543_3x4.jpg?width=300
79,uniqlo,UNIQLO and JW ANDERSON Lambswool Polo Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/481543/item/augoods_68_481543_3x4.jpg?width=300
80,uniqlo,Washable Milano Ribbed Jacket,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479775/item/augoods_35_479775_3x4.jpg?width=300
81,uniqlo,Washable Milano Ribbed Jacket,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479775/item/augoods_09_479775_3x4.jpg?width=300
82,uniqlo,Washable Milano Ribbed Jacket,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/479775/item/augoods_66_479775_3x4.jpg?width=300
83,uniqlo,UNIQLO : C Smooth Cotton Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/475053/item/augoods_69_475053_3x4.jpg?width=300
84,uniqlo,UNIQLO : C Smooth Cotton Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/475053/item/augoods_54_475053_3x4.jpg?width=300
85,uniqlo,UNIQLO : C Smooth Cotton Crew Neck Sweater,$59.90,https://image.uniqlo.com/UQ/ST3/au/imagesgoods/475053/item/augoods_01_475053_3x4.jpg?width=300
